Date mutation,Valeur fonciere,Code postal,Commune,Type local,Surface reelle bati,prix_m2
21/11/2024,152000.0,18290,CIVRAY,Appartement,38.0,4000.0
02/12/2024,200000.0,18360,LA CELETTE,Maison,40.0,5000.0
10/12/2024,1250000.0,18250,HENRICHEMONT,Maison,85.0,14705.882352941177
18/12/2024,300000.0,18100,VIERZON,Appartement,23.0,13043.478260869566
18/12/2024,1400000.0,18200,SAINT-AMAND-MONTROND,Maison,80.0,17500.0
20/12/2024,1500000.0,18170,LE CHATELET,Maison,126.0,11904.761904761905
20/12/2024,300000.0,18110,SAINT-MARTIN D AUXIGNY,Maison,33.0,9090.90909090909
20/12/2024,400000.0,18400,VILLENEUVE-SUR-CHER,Maison,22.0,18181.81818181818
20/12/2024,400000.0,18400,VILLENEUVE-SUR-CHER,Maison,22.0,18181.81818181818
27/12/2024,130000.0,18100,VIERZON,Appartement,37.0,3513.5135135135133
23/01/2024,1700000.0,19210,LUBERSAC,Maison,140.0,12142.857142857143
05/01/2024,530000.0,19160,LATRONCHE,Maison,29.0,18275.862068965518
05/01/2024,530000.0,19160,LATRONCHE,Maison,29.0,18275.862068965518
05/01/2024,530000.0,19160,LATRONCHE,Maison,29.0,18275.862068965518
05/01/2024,530000.0,19160,LATRONCHE,Maison,29.0,18275.862068965518
25/01/2024,1050000.0,19340,EYGURANDE,Appartement,65.0,16153.846153846154
01/02/2024,200000.0,19500,TURENNE,Maison,60.0,3333.3333333333335
07/02/2024,350000.0,19600,SAINT-CERNIN-DE-LARCHE,Maison,60.0,5833.333333333333
08/02/2024,500000.0,19130,VOUTEZAC,Maison,100.0,5000.0
22/01/2024,1000000.0,19430,SEXCLES,Maison,112.0,8928.57142857143
14/02/2024,800000.0,19800,SARRAN,Maison,56.0,14285.714285714286
16/02/2024,1050000.0,19340,EYGURANDE,Maison,150.0,7000.0
19/02/2024,1080000.0,19340,MERLINES,Maison,103.0,10485.436893203883
15/02/2024,1260000.0,19490,SAINTE FORTUNADE,Maison,137.0,9197.080291970802
23/02/2024,1600000.0,19290,SAINT SETIERS,Maison,160.0,10000.0
18/03/2024,1000000.0,19270,USSAC,Maison,104.0,9615.384615384615
28/02/2024,1710000.0,19430,MERCOEUR,Maison,110.0,15545.454545454546
08/03/2024,500000.0,19410,VIGEOIS,Maison,73.0,6849.315068493151
22/03/2024,100000.0,19110,BORT LES ORGUES,Appartement,12.0,8333.333333333334
11/03/2024,1300000.0,19290,SAINT SETIERS,Maison,98.0,13265.30612244898
12/03/2024,500000.0,19110,BORT LES ORGUES,Appartement,70.0,7142.857142857143
12/03/2024,1000000.0,19220,DARAZAC,Maison,78.0,12820.51282051282
20/03/2024,1474300.0,19430,MERCOEUR,Maison,110.0,13402.727272727272
26/03/2024,7550000.0,19260,RILHAC-TREIGNAC,Maison,770.0,9805.194805194806
28/03/2024,900000.0,19340,MERLINES,Maison,90.0,10000.0
28/03/2024,900000.0,19340,MERLINES,Maison,95.0,9473.684210526315
28/03/2024,900000.0,19340,MERLINES,Maison,59.0,15254.237288135593
05/04/2024,1000000.0,19100,BRIVE LA GAILLARDE,Appartement,80.0,12500.0
05/04/2024,1000000.0,19100,BRIVE LA GAILLARDE,Appartement,82.0,12195.121951219513
22/03/2024,50000.0,19100,BRIVE LA GAILLARDE,Appartement,76.0,657.8947368421053
28/03/2024,2000000.0,19560,SAINT-HILAIRE-PEYROUX,Maison,125.0,16000.0
12/04/2024,300000.0,19230,SEGUR-LE-CHATEAU,Maison,65.0,4615.384615384615
17/04/2024,1100000.0,19120,BEAULIEU-SUR-DORDOGNE,Maison,60.0,18333.333333333332
15/05/2024,1000000.0,19150,SAINT-PAUL,Maison,90.0,11111.111111111111
15/05/2024,2000000.0,19230,SAINT-SORNIN-LAVOLPS,Maison,139.0,14388.489208633093
24/05/2024,5000000.0,19250,MEYMAC,Maison,275.0,18181.81818181818
13/05/2024,1000000.0,19500,MEYSSAC,Maison,65.0,15384.615384615385
15/05/2024,1570000.0,19290,SAINT SETIERS,Maison,80.0,19625.0
29/05/2024,1800000.0,19100,BRIVE LA GAILLARDE,Maison,100.0,18000.0
07/06/2024,1000000.0,19000,TULLE,Appartement,75.0,13333.333333333334
10/06/2024,900000.0,19130,VOUTEZAC,Maison,55.0,16363.636363636364
14/06/2024,1500000.0,19250,MEYMAC,Maison,80.0,18750.0
21/06/2024,1500000.0,19000,TULLE,Appartement,76.0,19736.842105263157
09/07/2024,50000.0,19360,COSNAC,Maison,44.0,1136.3636363636363
08/07/2024,1400000.0,19170,PEROLS-SUR-VEZERE,Maison,98.0,14285.714285714286
23/07/2024,150000.0,19800,GIMEL-LES-CASCADES,Maison,60.0,2500.0
02/07/2024,1750000.0,19240,ALLASSAC,Maison,122.0,14344.262295081968
24/07/2024,1500000.0,19140,UZERCHE,Appartement,92.0,16304.347826086956
10/06/2024,201000.0,19230,ARNAC-POMPADOUR,Maison,50.0,4020.0
10/06/2024,201000.0,19230,ARNAC-POMPADOUR,Maison,50.0,4020.0
16/07/2024,650000.0,19110,BORT LES ORGUES,Maison,45.0,14444.444444444445
01/08/2024,1800000.0,19130,OBJAT,Maison,94.0,19148.936170212764
16/07/2024,1500000.0,19000,TULLE,Appartement,105.0,14285.714285714286
31/07/2024,1400000.0,19290,BELLECHASSAGNE,Maison,74.0,18918.91891891892
25/07/2024,378000.0,19430,SEXCLES,Maison,85.0,4447.058823529412
25/07/2024,378000.0,19430,SEXCLES,Maison,85.0,4447.058823529412
25/07/2024,378000.0,19430,SEXCLES,Maison,85.0,4447.058823529412
25/07/2024,378000.0,19430,SEXCLES,Maison,85.0,4447.058823529412
29/08/2024,1488800.0,19120,BILHAC,Maison,96.0,15508.333333333334
09/09/2024,500000.0,19430,SEXCLES,Maison,28.0,17857.14285714286
11/09/2024,300000.0,19800,CORREZE,Maison,39.0,7692.307692307692
24/09/2024,1000000.0,19150,CORNIL,Appartement,65.0,15384.615384615385
24/09/2024,1000000.0,19150,CORNIL,Maison,96.0,10416.666666666666
24/09/2024,1000000.0,19150,CORNIL,Appartement,63.0,15873.015873015873
18/09/2024,600000.0,19330,CHAMEYRAT,Maison,70.0,8571.42857142857
26/09/2024,1500000.0,19350,JUILLAC,Maison,80.0,18750.0
08/10/2024,500000.0,19110,BORT LES ORGUES,Appartement,112.0,4464.285714285715
08/10/2024,500000.0,19110,BORT LES ORGUES,Appartement,100.0,5000.0
08/10/2024,500000.0,19110,BORT LES ORGUES,Maison,264.0,1893.939393939394
09/10/2024,2000000.0,19170,PEROLS-SUR-VEZERE,Maison,126.0,15873.015873015873
09/10/2024,2000000.0,19510,SALON-LA-TOUR,Maison,167.0,11976.047904191617
04/10/2024,3510000.0,19310,YSSANDON,Maison,200.0,17550.0
04/10/2024,3510000.0,19310,YSSANDON,Maison,200.0,17550.0
23/10/2024,1000000.0,19000,TULLE,Appartement,80.0,12500.0
23/10/2024,1000000.0,19000,TULLE,Appartement,80.0,12500.0
21/10/2024,950000.0,19360,MALEMORT,Maison,50.0,19000.0
31/10/2024,600000.0,19370,CHAMBERET,Maison,63.0,9523.809523809523
18/11/2024,500000.0,19500,TURENNE,Maison,40.0,12500.0
08/11/2024,1000000.0,19200,USSEL,Maison,60.0,16666.666666666668
26/11/2024,200000.0,19210,LUBERSAC,Maison,106.0,1886.7924528301887
17/12/2024,1440000.0,19270,SAINTE FEREOLE,Maison,97.0,14845.360824742267
20/01/2024,1000000.0,21330,POINCON-LES-LARREY,Maison,82.0,12195.121951219513
20/01/2024,1000000.0,21330,POINCON-LES-LARREY,Maison,82.0,12195.121951219513
17/01/2024,2040000.0,21150,FROLOIS,Maison,145.0,14068.965517241379
17/01/2024,2040000.0,21150,FROLOIS,Maison,145.0,14068.965517241379
23/01/2024,2700000.0,21290,VOULAINES-LES-TEMPLIERS,Maison,168.0,16071.42857142857
10/01/2024,3000000.0,21430,LIERNAIS,Maison,195.0,15384.615384615385
16/01/2024,462025.0,21260,SELONGEY,Maison,35.0,13200.714285714286
16/01/2024,462025.0,21260,SELONGEY,Maison,35.0,13200.714285714286
05/02/2024,750000.0,21000,DIJON,Appartement,75.0,10000.0
01/02/2024,200000.0,21270,HEUILLEY-SUR-SAONE,Maison,21.0,9523.809523809523
14/02/2024,1700000.0,21570,BELAN-SUR-OURCE,Maison,112.0,15178.57142857143
13/02/2024,1000000.0,21350,MARCILLY ET DRACY,Maison,52.0,19230.76923076923
20/02/2024,500000.0,21200,BEAUNE,Appartement,35.0,14285.714285714286
14/02/2024,150000.0,21350,VITTEAUX,Maison,66.0,2272.7272727272725
29/01/2024,2400000.0,21290,LUCEY,Maison,130.0,18461.53846153846
23/02/2024,500000.0,21450,SEMOND,Maison,42.0,11904.761904761905
31/01/2024,694830.0,21330,BALOT,Maison,60.0,11580.5
29/02/2024,1000000.0,21320,POUILLY-EN-AUXOIS,Appartement,67.0,14925.373134328358
28/02/2024,1220000.0,21290,MONTMOYEN,Appartement,84.0,14523.809523809523
28/02/2024,1220000.0,21290,MONTMOYEN,Appartement,70.0,17428.571428571428
21/03/2024,1000000.0,21330,BALOT,Maison,80.0,12500.0
15/03/2024,1600000.0,21230,ARNAY-LE DUC,Maison,230.0,6956.521739130435
13/03/2024,450000.0,21360,ECUTIGNY,Maison,121.0,3719.00826446281
15/03/2024,350000.0,21320,BLANCEY,Maison,46.0,7608.695652173913
15/03/2024,350000.0,21320,BLANCEY,Maison,42.0,8333.333333333334
14/03/2024,1060000.0,21270,TALMAY,Maison,70.0,15142.857142857143
15/04/2024,2500000.0,21500,MONTBARD,Appartement,160.0,15625.0
02/04/2024,1200000.0,21000,DIJON,Appartement,79.0,15189.87341772152
28/03/2024,250000.0,21000,DIJON,Appartement,59.0,4237.28813559322
08/04/2024,750000.0,21000,DIJON,Appartement,94.0,7978.723404255319
04/04/2024,2880000.0,21520,COURBAN,Maison,180.0,16000.0
13/05/2024,50000.0,21000,DIJON,Appartement,56.0,892.8571428571429
02/05/2024,100000.0,21000,DIJON,Appartement,70.0,1428.5714285714287
02/05/2024,100000.0,21000,DIJON,Appartement,101.0,990.0990099009902
17/05/2024,1500000.0,21610,MONTIGNY-MORNAY-VILLENEUVE-SUR,Maison,80.0,18750.0
06/05/2024,650000.0,21330,LAIGNES,Maison,40.0,16250.0
27/05/2024,1126000.0,21400,VANVEY,Maison,75.0,15013.333333333334
04/06/2024,300000.0,21200,BEAUNE,Appartement,18.0,16666.666666666668
18/06/2024,300000.0,21330,LAIGNES,Maison,108.0,2777.777777777778
07/06/2024,150000.0,21000,DIJON,Appartement,51.0,2941.176470588235
07/06/2024,150000.0,21000,DIJON,Appartement,155.0,967.741935483871
11/06/2024,350000.0,21000,DIJON,Appartement,83.0,4216.8674698795185
27/05/2024,200000.0,21330,BOUIX,Maison,22.0,9090.90909090909
27/05/2024,4100000.0,21330,LAIGNES,Maison,210.0,19523.809523809523
30/05/2024,1500000.0,21400,POTHIERES,Maison,114.0,13157.894736842105
06/06/2024,600000.0,21270,DRAMBON,Maison,70.0,8571.42857142857
10/06/2024,1500000.0,21400,CHATILLON SUR SEINE,Maison,80.0,18750.0
20/06/2024,1900000.0,21570,GRANCEY-SUR-OURCE,Maison,100.0,19000.0
20/06/2024,1900000.0,21570,GRANCEY-SUR-OURCE,Maison,107.0,17757.00934579439
19/06/2024,1400000.0,21520,MONTIGNY-SUR-AUBE,Maison,80.0,17500.0
26/06/2024,50000.0,21000,DIJON,Appartement,80.0,625.0
05/07/2024,300000.0,21290,ESSAROIS,Maison,59.0,5084.745762711865
10/07/2024,100000.0,21350,VILLEBERNY,Maison,64.0,1562.5
31/07/2024,1000000.0,21000,DIJON,Appartement,86.0,11627.906976744185
15/07/2024,200000.0,21250,POUILLY-SUR-SAONE,Maison,50.0,4000.0
15/07/2024,2000000.0,21390,BRIANNY,Maison,120.0,16666.666666666668
03/08/2024,500000.0,21290,VOULAINES-LES-TEMPLIERS,Maison,121.0,4132.231404958678
31/08/2024,313786.0,21140,MASSINGY-LES-SEMUR,Maison,32.0,9805.8125
31/08/2024,313786.0,21140,MASSINGY-LES-SEMUR,Maison,32.0,9805.8125
31/08/2024,313786.0,21140,MASSINGY-LES-SEMUR,Maison,32.0,9805.8125
31/08/2024,313786.0,21140,MASSINGY-LES-SEMUR,Maison,32.0,9805.8125
29/08/2024,500000.0,21330,MARCENAY,Maison,59.0,8474.57627118644
29/08/2024,500000.0,21330,MARCENAY,Maison,59.0,8474.57627118644
07/08/2024,1500000.0,21250,SEURRE,Appartement,79.0,18987.3417721519
12/09/2024,1160000.0,21260,VERNOIS-LES-VESVRES,Maison,83.0,13975.903614457831
06/09/2024,380000.0,21000,DIJON,Appartement,53.0,7169.811320754717
18/09/2024,300000.0,21000,DIJON,Appartement,76.0,3947.3684210526317
17/09/2024,1400000.0,21330,LAIGNES,Maison,76.0,18421.052631578947
18/09/2024,1500000.0,21510,BUSSEAUT,Maison,150.0,10000.0
27/09/2024,1750000.0,21580,CUSSEY-LES-FORGES,Maison,144.0,12152.777777777777
26/09/2024,1750000.0,21530,ROUVRAY,Appartement,113.0,15486.725663716814
13/09/2024,200100.0,21400,CHAMESSON,Maison,108.0,1852.7777777777778
17/10/2024,1150000.0,21340,NOLAY,Maison,68.0,16911.764705882353
07/10/2024,1446617.0,21700,SAINT-NICOLAS-LES-CITEAUX,Appartement,82.0,17641.670731707316
07/10/2024,1446617.0,21700,SAINT-NICOLAS-LES-CITEAUX,Appartement,80.0,18082.7125
15/10/2024,900000.0,21230,SAINT-PRIX-LES-ARNAY,Maison,53.0,16981.132075471698
25/10/2024,550000.0,21000,DIJON,Appartement,118.0,4661.016949152542
20/11/2024,400000.0,21000,DIJON,Appartement,65.0,6153.846153846154
06/12/2024,1100000.0,21290,VOULAINES-LES-TEMPLIERS,Maison,57.0,19298.245614035088
27/11/2024,1000000.0,21400,VANVEY,Maison,100.0,10000.0
12/12/2024,2100000.0,21320,MARCILLY-OGNY,Maison,118.0,17796.610169491527
09/12/2024,700000.0,21500,MONTBARD,Maison,42.0,16666.666666666668
28/11/2024,80000.0,21310,BEIRE-LE-CHATEL,Appartement,127.0,629.9212598425197
28/11/2024,80000.0,21310,BEIRE-LE-CHATEL,Appartement,154.0,519.4805194805194
16/12/2024,185000.0,21000,DIJON,Appartement,25.0,7400.0
09/12/2024,2000000.0,21330,LAIGNES,Maison,140.0,14285.714285714286
11/12/2024,700000.0,21250,PAGNY-LA-VILLE,Maison,40.0,17500.0
17/12/2024,800000.0,21170,SAINT-SYMPHORIEN-SUR-SAONE,Appartement,55.0,14545.454545454546
19/12/2024,500000.0,21500,MONTBARD,Maison,84.0,5952.380952380952
18/12/2024,100000.0,21460,MONTBERTHAULT,Maison,61.0,1639.344262295082
19/12/2024,300000.0,21340,CORMOT-VAUCHIGNON,Maison,38.0,7894.736842105263
12/12/2024,1000000.0,21510,AIGNAY-LE-DUC,Appartement,90.0,11111.111111111111
12/12/2024,1000000.0,21510,AIGNAY-LE-DUC,Appartement,57.0,17543.859649122805
04/01/2024,150000.0,22170,BOQUEHO,Maison,78.0,1923.076923076923
08/01/2024,350000.0,22150,PLOEUC-L'HERMITAGE,Maison,36.0,9722.222222222223
30/01/2024,1000000.0,22170,PLELO,Maison,81.0,12345.67901234568
30/01/2024,1000000.0,22170,PLELO,Maison,81.0,12345.67901234568
12/02/2024,480000.0,22600,LA MOTTE,Maison,140.0,3428.5714285714284
15/02/2024,1200000.0,22290,LANVOLLON,Maison,102.0,11764.70588235294
23/01/2024,1000000.0,22110,MELLIONNEC,Maison,58.0,17241.379310344826
14/02/2024,2610000.0,22340,MAEL CARHAIX,Maison,138.0,18913.043478260868
24/02/2024,1813333.0,22400,SAINT-ALBAN,Maison,138.0,13140.09420289855
24/02/2024,1813333.0,22400,SAINT-ALBAN,Maison,138.0,13140.09420289855
21/02/2024,900000.0,22230,LAURENAN,Maison,142.0,6338.028169014085
22/02/2024,3000000.0,22600,LOUDEAC,Maison,160.0,18750.0
01/03/2024,3000000.0,22460,UZEL,Maison,190.0,15789.473684210527
01/03/2024,3000000.0,22460,UZEL,Maison,190.0,15789.473684210527
07/03/2024,750000.0,22480,MAGOAR,Maison,43.0,17441.86046511628
13/03/2024,950000.0,22410,SAINT-QUAY-PORTRIEUX,Appartement,89.0,10674.157303370786
20/03/2024,1684320.0,22580,PLOUHA,Maison,120.0,14036.0
02/04/2024,500000.0,22510,TREBRY,Maison,40.0,12500.0
02/04/2024,500000.0,22510,TREBRY,Maison,63.0,7936.507936507936
29/03/2024,1500000.0,22420,PLOUARET,Maison,77.0,19480.51948051948
14/03/2024,1169560.0,22480,CANIHUEL,Maison,114.0,10259.298245614034
05/04/2024,208300.0,22390,BOURBRIAC,Maison,45.0,4628.888888888889
05/04/2024,208300.0,22390,BOURBRIAC,Maison,35.0,5951.428571428572
05/04/2024,208300.0,22390,BOURBRIAC,Maison,45.0,4628.888888888889
05/04/2024,208300.0,22390,BOURBRIAC,Maison,35.0,5951.428571428572
13/03/2024,2250000.0,22350,SAINT-JOUAN-DE-L ISLE,Maison,155.0,14516.129032258064
04/04/2024,140500.0,22000,SAINT-BRIEUC,Maison,81.0,1734.567901234568
30/03/2024,1000000.0,22160,CALLAC,Maison,63.0,15873.015873015873
02/04/2024,4500000.0,22000,SAINT-BRIEUC,Maison,240.0,18750.0
02/04/2024,4500000.0,22000,SAINT-BRIEUC,Maison,240.0,18750.0
28/03/2024,1000000.0,22600,TREVE,Maison,96.0,10416.666666666666
22/04/2024,800000.0,22340,TREBRIVAN,Maison,110.0,7272.727272727273
19/04/2024,900000.0,22260,PLOEZAL,Maison,50.0,18000.0
22/04/2024,300000.0,22980,PLELAN-LE-PETIT,Maison,112.0,2678.5714285714284
19/04/2024,150000.0,22420,LANVELLEC,Maison,136.0,1102.9411764705883
26/03/2024,1300000.0,22150,PLOEUC-L'HERMITAGE,Maison,150.0,8666.666666666666
26/03/2024,1300000.0,22150,PLOEUC-L'HERMITAGE,Maison,150.0,8666.666666666666
21/05/2024,833400.0,22170,BOQUEHO,Maison,46.0,18117.391304347828
26/04/2024,1600000.0,22300,LANNION,Maison,103.0,15533.980582524271
17/05/2024,250000.0,22530,SAINT-GILLES-VIEUX-MARCHE,Maison,35.0,7142.857142857143
22/04/2024,60600.0,22570,PLELAUFF,Maison,54.0,1122.2222222222222
21/05/2024,450000.0,22620,PLOUBAZLANEC,Maison,55.0,8181.818181818182
03/05/2024,500000.0,22160,PLOURAC H,Maison,137.0,3649.6350364963505
28/05/2024,1800000.0,22460,GRACE-UZEL,Maison,100.0,18000.0
29/05/2024,50000.0,22150,GAUSSON,Maison,40.0,1250.0
18/05/2024,150000.0,22120,QUESSOY,Maison,50.0,3000.0
18/05/2024,150000.0,22120,QUESSOY,Maison,50.0,3000.0
06/05/2024,1500000.0,22810,PLOUGONVER,Maison,89.0,16853.932584269663
12/06/2024,600000.0,22960,PLEDRAN,Maison,33.0,18181.81818181818
28/05/2024,1320000.0,22300,PLOUBEZRE,Maison,84.0,15714.285714285714
10/06/2024,1662000.0,22220,TREGUIER,Appartement,512.0,3246.09375
10/06/2024,110000.0,22210,PLEMET,Maison,36.0,3055.5555555555557
14/06/2024,600000.0,22960,PLEDRAN,Maison,86.0,6976.7441860465115
05/06/2024,500000.0,22160,CALLAC,Maison,28.0,17857.14285714286
24/06/2024,500000.0,22570,LESCOUET-GOUAREC,Maison,78.0,6410.25641025641
26/06/2024,1500000.0,22270,SAINT-RIEUL,Maison,161.0,9316.770186335403
07/06/2024,700000.0,22110,KERGRIST-MOELOU,Maison,45.0,15555.555555555555
18/06/2024,838000.0,22450,CAMLEZ,Maison,76.0,11026.315789473685
18/06/2024,838000.0,22450,CAMLEZ,Maison,76.0,11026.315789473685
26/06/2024,320000.0,22480,LANRIVAIN,Maison,30.0,10666.666666666666
27/06/2024,800000.0,22100,DINAN,Appartement,86.0,9302.32558139535
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,95.0,15073.684210526315
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,82.0,17463.414634146342
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,82.0,17463.414634146342
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,78.0,18358.97435897436
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,90.0,15911.111111111111
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,90.0,15911.111111111111
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,91.0,15736.263736263736
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,91.0,15736.263736263736
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,90.0,15911.111111111111
17/06/2024,1432000.0,22200,GUINGAMP,Maison,94.0,15234.04255319149
17/06/2024,1432000.0,22200,GUINGAMP,Maison,95.0,15073.684210526315
17/06/2024,1432000.0,22200,GUINGAMP,Maison,81.0,17679.012345679013
17/06/2024,1432000.0,22200,GUINGAMP,Maison,95.0,15073.684210526315
17/06/2024,1432000.0,22200,GUINGAMP,Maison,95.0,15073.684210526315
17/06/2024,1432000.0,22200,GUINGAMP,Maison,80.0,17900.0
17/06/2024,1432000.0,22200,GUINGAMP,Maison,80.0,17900.0
17/06/2024,1432000.0,22200,GUINGAMP,Maison,80.0,17900.0
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,79.0,18126.58227848101
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,79.0,18126.58227848101
17/06/2024,1432000.0,22200,GUINGAMP,Maison,97.0,14762.886597938144
17/06/2024,1432000.0,22200,GUINGAMP,Maison,85.0,16847.058823529413
17/06/2024,1432000.0,22200,GUINGAMP,Maison,85.0,16847.058823529413
17/06/2024,1432000.0,22200,GUINGAMP,Maison,85.0,16847.058823529413
17/06/2024,1432000.0,22200,GUINGAMP,Maison,85.0,16847.058823529413
17/06/2024,1432000.0,22200,GUINGAMP,Maison,85.0,16847.058823529413
17/06/2024,1432000.0,22200,GUINGAMP,Maison,85.0,16847.058823529413
17/06/2024,1432000.0,22200,GUINGAMP,Maison,97.0,14762.886597938144
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,79.0,18126.58227848101
17/06/2024,1432000.0,22200,GUINGAMP,Appartement,79.0,18126.58227848101
17/07/2024,550000.0,22210,SAINT-ETIENNE-DU-GUE-DE-L I,Maison,35.0,15714.285714285714
26/06/2024,1500000.0,22350,CAULNES,Maison,100.0,15000.0
06/08/2024,1400000.0,22170,PLELO,Maison,81.0,17283.95061728395
06/08/2024,1400000.0,22170,PLELO,Maison,81.0,17283.95061728395
08/08/2024,1350000.0,22270,PLEDELIAC,Maison,100.0,13500.0
08/08/2024,1350000.0,22270,PLEDELIAC,Maison,100.0,13500.0
21/08/2024,150000.0,22000,SAINT-BRIEUC,Appartement,65.0,2307.6923076923076
30/07/2024,100000.0,22540,LOUARGAT,Maison,116.0,862.0689655172414
30/07/2024,100000.0,22540,LOUARGAT,Maison,116.0,862.0689655172414
14/08/2024,2000000.0,22110,GLOMEL,Maison,114.0,17543.859649122805
02/09/2024,1200000.0,22300,PLOUMILLIAU,Maison,90.0,13333.333333333334
20/08/2024,229000.0,22300,LANNION,Appartement,63.0,3634.9206349206347
29/08/2024,2000000.0,22110,GLOMEL,Maison,105.0,19047.619047619046
11/09/2024,3100000.0,22110,GLOMEL,Maison,164.0,18902.439024390245
11/09/2024,200000.0,22000,SAINT-BRIEUC,Appartement,20.0,10000.0
30/09/2024,100000.0,22320,SAINT-MARTIN-DES-PRES,Maison,66.0,1515.1515151515152
24/09/2024,50000.0,22680,BINIC-ETABLES-SUR-MER,Maison,75.0,666.6666666666666
15/10/2024,167350.0,22400,LAMBALLE-ARMOR,Appartement,103.0,1624.7572815533981
15/10/2024,167350.0,22400,LAMBALLE-ARMOR,Appartement,90.0,1859.4444444444443
08/10/2024,700000.0,22250,SEVIGNAC,Maison,44.0,15909.09090909091
08/10/2024,700000.0,22250,SEVIGNAC,Maison,44.0,15909.09090909091
30/09/2024,750000.0,22460,LE QUILLIO,Maison,147.0,5102.040816326531
11/10/2024,250000.0,22300,LANNION,Maison,91.0,2747.252747252747
11/10/2024,250000.0,22300,LANNION,Maison,91.0,2747.252747252747
31/10/2024,2200000.0,22570,SAINT-YGEAUX,Maison,143.0,15384.615384615385
28/10/2024,700000.0,22340,MAEL CARHAIX,Maison,39.0,17948.71794871795
05/11/2024,1330500.0,22340,LOCARN,Maison,110.0,12095.454545454546
25/10/2024,1160000.0,22110,PLOUNEVEZ QUINTIN,Maison,77.0,15064.935064935065
06/11/2024,283600.0,22110,PLOUNEVEZ QUINTIN,Maison,132.0,2148.4848484848485
24/10/2024,1200000.0,22640,PLENEE-JUGON,Maison,105.0,11428.57142857143
21/11/2024,500000.0,22150,PLEMY,Maison,120.0,4166.666666666667
05/11/2024,840000.0,22350,YVIGNAC-LA-TOUR,Maison,80.0,10500.0
12/11/2024,2800000.0,22490,PLESLIN-TRIGAVOU,Maison,175.0,16000.0
10/12/2024,30000.0,22800,LE VIEUX BOURG,Maison,32.0,937.5
13/12/2024,1992600.0,22450,LA ROCHE-JAUDY,Maison,197.0,10114.72081218274
29/11/2024,51250.0,22600,LOUDEAC,Maison,72.0,711.8055555555555
20/12/2024,100000.0,22140,SAINT-LAURENT,Maison,112.0,892.8571428571429
03/12/2024,1100000.0,22390,PONT-MELVEZ,Maison,75.0,14666.666666666666
27/12/2024,1000000.0,22480,KERIEN,Maison,100.0,10000.0
30/12/2024,93540.0,22130,PLUDUNO,Maison,58.0,1612.7586206896551
23/12/2024,1000000.0,22160,LOHUEC,Maison,70.0,14285.714285714286
04/01/2024,200000.0,23150,LAVAVEIX LES MINES,Maison,36.0,5555.555555555556
15/01/2024,350000.0,23160,SAINT-SEBASTIEN,Maison,57.0,6140.350877192983
17/01/2024,1000000.0,23190,BELLEGARDE EN MARCHE,Maison,147.0,6802.721088435374
11/01/2024,100000.0,23240,LE GRAND BOURG,Maison,38.0,2631.5789473684213
31/01/2024,1000000.0,23400,MONTBOUCHER,Maison,157.0,6369.426751592357
22/01/2024,200000.0,23260,SAINT MAURICE PRES CROCQ,Maison,110.0,1818.1818181818182
07/02/2024,900000.0,23430,CHATELUS-LE-MARCHEIX,Maison,53.0,16981.132075471698
29/01/2024,1100000.0,23600,BUSSIERE-SAINT-GEORGES,Maison,72.0,15277.777777777777
30/01/2024,500000.0,23480,CHAMBERAUD,Maison,54.0,9259.25925925926
01/02/2024,972700.0,23100,LA COURTINE,Maison,100.0,9727.0
29/01/2024,2800000.0,23240,LE GRAND BOURG,Maison,170.0,16470.58823529412
20/02/2024,1000000.0,23270,ROCHES,Maison,71.0,14084.507042253521
21/02/2024,1900000.0,23150,LAVAVEIX LES MINES,Maison,120.0,15833.333333333334
04/03/2024,1800000.0,23140,PIONNAT,Maison,141.0,12765.95744680851
14/02/2024,200000.0,23220,BONNAT,Maison,34.0,5882.35294117647
14/02/2024,200000.0,23220,BONNAT,Maison,34.0,5882.35294117647
16/02/2024,1100000.0,23230,BORD-SAINT-GEORGES,Maison,66.0,16666.666666666668
14/03/2024,1100000.0,23210,MARSAC,Maison,92.0,11956.521739130434
26/02/2024,1200000.0,23800,NAILLAT,Maison,88.0,13636.363636363636
23/02/2024,900000.0,23210,BENEVENT-L ABBAYE,Maison,98.0,9183.673469387755
01/03/2024,500000.0,23600,LAVAUFRANCHE,Maison,68.0,7352.941176470588
19/03/2024,1226000.0,23000,SAINT-FIEL,Maison,132.0,9287.878787878788
22/03/2024,800000.0,23700,MAINSAT,Maison,55.0,14545.454545454546
12/03/2024,1650000.0,23150,SAINT PARDOUX LES CARDS,Maison,102.0,16176.470588235294
21/03/2024,1500000.0,23210,AZAT-CHATENET,Maison,77.0,19480.51948051948
